alpha,D,n,trial,t_EFT,t_EST,t_SD,count_EFT,count_EST,count_SD
5.0,10,131072,8,0.08428689999709604,0.08264030000282219,0.06564710000384366,118209,118013,16
5.0,10,131072,9,0.08609380000416422,0.08074929999565938,0.06435490000149002,118319,118124,19
5.0,10,131072,10,0.08124320000206353,0.08271190000232309,0.06519809999736026,118284,118121,11
5.0,10,262144,1,0.17090640000242274,0.16911540000000969,0.12964189999911468,236095,235757,17
5.0,10,262144,2,0.17496530000062194,0.16998640000383602,0.1306207999950857,236822,236472,7
5.0,10,262144,3,0.170532700001786,0.17475710000144318,0.13247270000283606,236416,236059,11
5.0,10,262144,4,0.17149609999614768,0.17267450000508688,0.13220900000305846,236550,236207,11
5.0,10,262144,5,0.1743860999995377,0.17163740000250982,0.1302337999950396,236667,236359,21
5.0,10,262144,6,0.17374259999633068,0.17134229999646777,0.13184110000293003,236742,236364,12
5.0,10,262144,7,0.17577819999860367,0.17010989999835147,0.13168779999978142,236388,236031,13
5.0,10,262144,8,0.17382740000175545,0.17335150000144495,0.13518910000129836,236401,236080,10
5.0,10,262144,9,0.17177559999981895,0.1739240000024438,0.13489259999914793,236766,236422,15
5.0,10,262144,10,0.17734130000462756,0.17800960000022314,0.1355755999975372,236465,236122,7
5.0,10,524288,1,0.3580604000017047,0.3513563000014983,0.2621512999976403,473248,472619,9
5.0,10,524288,2,0.3641094999984489,0.3628268999964348,0.27504749999934575,473057,472373,14
5.0,10,524288,3,0.35729040000296663,0.3555863000001409,0.26432950000162236,473061,472427,12
5.0,10,524288,4,0.35278680000192253,0.3484870999964187,0.2646574000027613,472920,472251,9
5.0,10,524288,5,0.35662589999992633,0.3531894999978249,0.26282889999856707,472933,472225,18
5.0,10,524288,6,0.3484567000050447,0.35488339999574237,0.2617937000031816,473156,472472,15
5.0,10,524288,7,0.35346710000158055,0.3551971000051708,0.27012930000637425,472876,472202,16
5.0,10,524288,8,0.35921280000184197,0.3567387000002782,0.2629570999997668,472849,472129,11
5.0,10,524288,9,0.35057189999497496,0.3500188000034541,0.2595091999974102,473007,472308,14
5.0,10,524288,10,0.3445905999979004,0.34478669999953127,0.2621709000013652,472896,472191,16
5.0,10,1048576,1,0.7201130000030389,0.71634659999836,0.52781590000086,946086,944674,10
5.0,10,1048576,2,0.718824700001278,0.7194120999993174,0.522753899997042,945305,943981,16
5.0,10,1048576,3,0.712026799999876,0.7113129999997909,0.5197344999978668,946270,944909,17
5.0,10,1048576,4,0.7231702999997651,0.7155365999933565,0.5329867000036757,946308,944940,15
5.0,10,1048576,5,0.7564535999990767,0.7457522999975481,0.57687789999909,946313,944903,16
5.0,10,1048576,6,0.7592842999947607,0.75134230000549,0.563427099994442,945896,944521,10
5.0,10,1048576,7,0.7398734000016702,0.7339954999988549,0.5464028999995207,945981,944551,13
5.0,10,1048576,8,0.7235537999949884,0.7249749999973574,0.5354747000019415,945960,944584,10
5.0,10,1048576,9,0.7304980000044452,0.7177282000047853,0.531212099995173,945644,944296,18
5.0,10,1048576,10,0.7342977999942377,0.7250205000018468,0.5383617999978014,946422,945100,11
